Year,Scoring,Player,Team,ADP Rank,POS,ADP
2026,ppr,Lewis Bond,HOU,646,WR220,434.0
2026,ppr,Anthony Smith,DAL,648,WR221,435.0
2026,ppr,AJ Henning,MIA,649,WR222,436.0
2026,ppr,Tanner Koziol,JAC,587,TE96,437.0
2026,ppr,John Metchie,CAR,650,WR223,437.0
2026,ppr,Isaiah Davis,NYJ,653,RB153,439.0
2026,ppr,Riley Nowakowski,PIT,654,TE109,439.0
2026,ppr,Jaylin Lane,WAS,599,WR204,440.5
2026,ppr,Will Kacmarek,MIA,600,TE100,440.5
2026,ppr,Daniel Bellinger,TEN,603,TE101,441.0
2026,ppr,Jarrett Stidham,DEN,655,QB84,441.0
2026,ppr,Jaleel McLaughlin,CLE,619,RB145,445.0
2026,ppr,Olamide Zaccheaus,ATL,620,WR214,445.0
2026,ppr,Connor Heyward,LV,626,TE104,447.0
2026,ppr,John Bates,WAS,656,TE110,448.0
2026,ppr,Isaiah Williams,NYJ,657,WR225,450.0
2026,ppr,Savion Williams,GB,658,WR226,450.0
2026,ppr,Riley Leonard,IND,637,QB83,450.5
2026,ppr,Trevor Etienne,CAR,659,RB154,451.0
2026,ppr,Kendrick Bourne,ARI,660,WR227,452.0
2026,ppr,Brenen Thompson,LAC,661,WR228,452.0
2026,ppr,Treylon Burks,WAS,645,WR219,454.0
2026,ppr,Ben Sinnott,WAS,662,TE111,454.0
2026,ppr,Jawhar Jordan,HOU,663,RB155,454.0
2026,ppr,Oscar Delp,NO,647,TE108,454.5
2026,ppr,Jeremy Ruckert,NYJ,664,TE112,455.0
2026,ppr,Max Bredeson,MIN,651,RB152,456.0
2026,ppr,Isaiah Bond,CLE,652,WR224,456.0
2026,ppr,Xavier Hutchinson,HOU,665,WR229,456.0
2026,ppr,Davis Allen,LAR,666,TE113,457.0
2026,ppr,Foster Moreau,HOU,667,TE114,458.0
2026,ppr,Nate Adkins,DEN,668,TE115,459.0
2026,ppr,Mack Hollins,NE,669,WR230,460.0
2026,ppr,Payne Durham,TB,670,TE116,460.0
2026,ppr,Nick Westbrook-Ikhine,,671,WR231,461.0
2026,ppr,Laquon Treadwell,IND,672,WR232,462.0
2026,ppr,Alec Ingold,LAC,673,RB156,463.0
2026,ppr,Adam Randall,BAL,674,RB157,463.0
2026,ppr,Seydou Traore,MIA,675,TE117,464.0
2026,ppr,Blake Whiteheart,CLE,676,TE118,465.0
2026,ppr,Kevin Coleman Jr.,MIA,677,WR233,467.0
2026,ppr,Greg Dortch,BUF,678,WR234,468.0
2026,ppr,Derius Davis,LAC,679,WR235,468.0
2026,ppr,Adam Prentice,DEN,680,RB158,469.0
2026,ppr,Jacob Cowing,SF,681,WR236,470.0
2026,ppr,Chris Brazzell,CAR,682,WR237,473.0
2026,ppr,Ko Kieft,TB,683,TE119,476.0
2026,ppr,Brendan Sorsby,,684,QB85,476.0
2026,ppr,Tai Felton,MIN,685,WR238,477.0
2026,ppr,Spencer Rattler,NO,686,QB86,478.0
2026,ppr,Luke Farrell,SF,687,TE120,480.0
2026,ppr,Drew Ogletree,IND,688,TE121,481.0
2026,ppr,Josh Cuevas,BAL,689,TE122,482.0
2026,ppr,Eric Saubert,SEA,690,TE123,484.0
2026,ppr,Andrew Beck,NYJ,691,RB159,485.0
2026,ppr,Hunter Long,ARI,692,TE124,487.0
2026,ppr,Ian Thomas,LV,693,TE125,488.0
2026,ppr,Dareke Young,LV,694,WR239,489.0
2026,ppr,Charlie Woerner,ATL,695,TE126,490.0
2026,ppr,Johnny Mundt,PHI,696,TE127,492.0
2026,ppr,Carsen Ryan,CLE,697,TE128,493.0
2026,ppr,Reggie Virgil,ARI,698,WR240,494.0
2026,ppr,Kyle McCord,MIA,699,QB87,495.0
2026,ppr,Brycen Tremayne,CAR,700,WR241,496.0
2026,ppr,Chris Manhertz,NYG,701,TE129,498.0
2026,ppr,Kameron Johnson,TB,702,WR242,499.0
2026,ppr,Arian Smith,NYJ,703,WR243,500.0
2026,standard,Jahmyr Gibbs,DET,1,RB1,1.5
2026,standard,Bijan Robinson,ATL,2,RB2,1.5
2026,standard,Ja'Marr Chase,CIN,3,WR1,4.5
2026,standard,Christian McCaffrey,SF,4,RB3,4.5
2026,standard,Jonathan Taylor,IND,5,RB4,5.0
2026,standard,Puka Nacua,LAR,6,WR2,6.5
2026,standard,James Cook,BUF,7,RB5,7.0
2026,standard,Jaxon Smith-Njigba,SEA,8,WR3,8.0
2026,standard,De'Von Achane,MIA,9,RB6,9.0
2026,standard,Derrick Henry,BAL,10,RB7,13.0
2026,standard,Amon-Ra St. Brown,DET,11,WR4,13.0
2026,standard,Omarion Hampton,LAC,12,RB8,13.0
2026,standard,Ashton Jeanty,LV,13,RB9,14.0
2026,standard,CeeDee Lamb,DAL,14,WR5,14.0
2026,standard,Saquon Barkley,PHI,15,RB10,14.5
2026,standard,Chase Brown,CIN,16,RB11,15.0
2026,standard,Justin Jefferson,MIN,17,WR6,16.0
2026,standard,Josh Allen,BUF,18,QB1,18.5
2026,standard,Kenneth Walker,KC,19,RB12,20.0
2026,standard,Kyren Williams,LAR,20,RB13,21.5
2026,standard,Drake London,ATL,21,WR7,21.5
2026,standard,Jeremiyah Love,ARI,22,RB14,23.0
2026,standard,Trey McBride,ARI,23,TE1,25.0
2026,standard,Chris Olave,NO,24,WR8,25.5
2026,standard,A.J. Brown,NE,25,WR9,26.0
2026,standard,Brock Bowers,LV,26,TE2,26.0
2026,standard,Nico Collins,HOU,27,WR10,26.0
2026,standard,George Pickens,DAL,28,WR11,26.5
2026,standard,Javonte Williams,DAL,29,RB15,28.0
2026,standard,Breece Hall,NYJ,30,RB16,29.0
2026,standard,Malik Nabers,NYG,31,WR12,29.0
2026,standard,Travis Etienne Jr.,NO,32,RB17,34.0
2026,standard,Rashee Rice,KC,33,WR13,35.5
2026,standard,Lamar Jackson,BAL,34,QB2,37.0
2026,standard,Bucky Irving,TB,35,RB18,37.0
2026,standard,Garrett Wilson,NYJ,36,WR14,39.0
2026,standard,Quinshon Judkins,CLE,37,RB19,41.0
2026,standard,Cam Skattebo,NYG,38,RB20,41.0
2026,standard,Tetairoa McMillan,CAR,39,WR15,41.5
2026,standard,Luther Burden,CHI,40,WR16,42.5
2026,standard,Zay Flowers,BAL,41,WR17,43.0
2026,standard,D'Andre Swift,CHI,42,RB21,43.5
2026,standard,Tee Higgins,CIN,43,WR18,44.0
2026,standard,Colston Loveland,CHI,44,TE3,44.5
2026,standard,DeVonta Smith,PHI,45,WR19,45.0
2026,standard,Ladd McConkey,LAC,46,WR20,45.5
2026,standard,TreVeyon Henderson,NE,47,RB22,46.5
2026,standard,Jaylen Waddle,DEN,48,WR21,46.5
2026,standard,DJ Moore,BUF,49,WR22,47.5
2026,standard,Bhayshul Tuten,JAC,50,RB23,48.0
2026,standard,David Montgomery,HOU,51,RB24,49.0
2026,standard,Emeka Egbuka,TB,52,WR23,51.5
2026,standard,Davante Adams,LAR,53,WR24,53.0
2026,standard,Drake Maye,NE,54,QB3,53.5
2026,standard,Jameson Williams,DET,55,WR25,54.5
2026,standard,Tyler Warren,IND,56,TE4,57.0
2026,standard,Joe Burrow,CIN,57,QB4,57.0
2026,standard,Terry McLaurin,WAS,58,WR26,58.5
2026,standard,Jaylen Warren,PIT,59,RB25,59.5
2026,standard,Josh Jacobs,GB,60,RB26,60.5
2026,standard,Rhamondre Stevenson,NE,61,RB27,61.5
2026,standard,RJ Harvey,DEN,62,RB28,64.0
2026,standard,MarShawn Lloyd,GB,172,RB58,64.0
2026,standard,Rome Odunze,CHI,63,WR27,65.0
2026,standard,Harold Fannin Jr.,CLE,64,TE5,65.0
2026,standard,Jadarian Price,SEA,65,RB29,66.5
2026,standard,Christian Watson,GB,66,WR28,67.0
2026,standard,Mike Evans,SF,67,WR29,67.5
2026,standard,Jayden Daniels,WAS,68,QB5,69.0
2026,standard,Rico Dowdle,PIT,69,RB30,69.0
2026,standard,Parker Washington,JAC,70,WR30,71.0
2026,standard,Tony Pollard,TEN,71,RB31,71.5
2026,standard,Jalen Hurts,PHI,72,QB6,73.0
2026,standard,Carnell Tate,TEN,73,WR31,73.5
2026,standard,Tucker Kraft,GB,74,TE6,75.0
2026,standard,Michael Wilson,ARI,75,WR32,78.0
2026,standard,Kyle Monangai,CHI,76,RB32,78.5
2026,standard,Courtland Sutton,DEN,77,WR33,79.0
2026,standard,Kyle Pitts Sr.,ATL,78,TE7,80.5
2026,standard,J.K. Dobbins,DEN,79,RB33,81.5
2026,standard,Blake Corum,LAR,80,RB34,82.0
2026,standard,Chuba Hubbard,CAR,81,RB35,83.5
2026,standard,DK Metcalf,PIT,82,WR34,83.5
2026,standard,Marvin Harrison Jr.,ARI,83,WR35,85.0
2026,standard,Chris Godwin Jr.,TB,84,WR36,85.5
2026,standard,Brian Thomas Jr.,JAC,85,WR37,86.5
2026,standard,Caleb Williams,CHI,86,QB7,88.0
2026,standard,Sam LaPorta,DET,87,TE8,89.0
2026,standard,Justin Herbert,LAC,88,QB8,90.0
2026,standard,Trevor Lawrence,JAC,89,QB9,93.5
2026,standard,Kenny Gainwell,TB,90,RB36,93.5
2026,standard,Jordan Mason,MIN,91,RB37,94.0
2026,standard,Dak Prescott,DAL,92,QB10,95.5
2026,standard,Jaxson Dart,NYG,93,QB11,96.0
2026,standard,Wan'Dale Robinson,TEN,94,WR38,96.5
2026,standard,Jacory Croskey-Merritt,WAS,95,RB38,99.5
2026,standard,Alec Pierce,IND,96,WR39,99.5
2026,standard,Jakobi Meyers,JAC,97,WR40,100.5
2026,standard,Aaron Jones Sr.,MIN,98,RB39,104.5
2026,standard,George Kittle,SF,99,TE9,104.5
2026,standard,Dalton Kincaid,BUF,100,TE10,105.0
2026,standard,Jordyn Tyson,NO,101,WR41,106.5
2026,standard,Jordan Addison,MIN,102,WR42,107.5
2026,standard,Isaiah Likely,NYG,103,TE11,109.0
2026,standard,Tyler Allgeier,ARI,104,RB40,110.0
2026,standard,Travis Kelce,KC,105,TE12,111.0
2026,standard,Woody Marks,HOU,106,RB41,112.0
2026,standard,Quentin Johnston,LAC,107,WR43,112.5
2026,standard,Michael Pittman Jr.,PIT,108,WR44,113.5
2026,standard,Patrick Mahomes,KC,109,QB12,114.0
2026,standard,Jake Ferguson,DAL,110,TE13,115.0
2026,standard,Brock Purdy,SF,111,QB13,116.0
2026,standard,Juwan Johnson,NO,112,TE14,116.5
2026,standard,Mark Andrews,BAL,113,TE15,118.0
2026,standard,Josh Downs,IND,114,WR45,118.5
2026,standard,Dallas Goedert,PHI,115,TE16,119.0
2026,standard,Jonathon Brooks,CAR,116,RB42,120.0
2026,standard,Stefon Diggs,WAS,117,WR46,120.0
2026,standard,Brian Robinson Jr.,ATL,118,RB43,120.5
2026,standard,Jayden Reed,GB,119,WR47,120.5
2026,standard,Bo Nix,DEN,120,QB14,121.0
2026,standard,Makai Lemon,PHI,200,WR68,121.0
2026,standard,Rachaad White,WAS,121,RB44,122.5
2026,standard,Zach Charbonnet,SEA,122,RB45,123.0
2026,standard,Matthew Stafford,LAR,123,QB15,123.0
2026,standard,Brandon Aubrey,DAL,124,K1,124.5
2026,standard,Hunter Henry,NE,125,TE17,127.5
2026,standard,Trey Benson,ARI,205,RB64,128.0
2026,standard,Los Angeles Rams,DST,126,DST1,130.0
2026,standard,Jonah Coleman,DEN,127,RB46,130.5
2026,standard,Romeo Doubs,NE,128,WR48,131.0
2026,standard,Jared Goff,DET,129,QB16,133.0
2026,standard,Houston Texans,DST,130,DST2,133.0
2026,standard,Tyrone Tracy Jr.,NYG,131,RB47,133.5
2026,standard,Tyjae Spears,TEN,132,RB48,133.5
2026,standard,KC Concepcion,CLE,133,WR49,135.0
2026,standard,Mike Washington Jr.,LV,134,RB49,138.0
2026,standard,Xavier Worthy,KC,135,WR50,139.5
2026,standard,Jordan Love,GB,136,QB17,143.5
2026,standard,Seattle Seahawks,DST,137,DST3,144.5
2026,standard,Chris Rodriguez Jr.,JAC,138,RB50,145.0
2026,standard,Khalil Shakir,BUF,139,WR51,145.0
2026,standard,Emmett Johnson,KC,140,RB51,145.5
2026,standard,Dalton Schultz,HOU,141,TE18,146.0
2026,standard,Jalen Coker,CAR,142,WR52,146.0
2026,standard,Brenton Strange,JAC,143,TE19,148.5
2026,standard,Alvin Kamara,NO,144,RB52,149.5
2026,standard,Denver Broncos,DST,145,DST4,149.5
2026,standard,Baker Mayfield,TB,146,QB18,150.5
2026,standard,Kaelon Black,SF,216,RB69,152.0
2026,standard,Deebo Samuel Sr.,SF,147,WR53,153.0
2026,standard,Dylan Sampson,CLE,148,RB53,153.5
2026,standard,Malik Willis,MIA,149,QB19,154.0
2026,standard,Cameron Dicker,LAC,150,K2,155.5
2026,standard,Dontayvion Wicks,PHI,219,WR73,156.0
2026,standard,Philadelphia Eagles,DST,151,DST5,157.0
2026,standard,Tyler Shough,NO,152,QB20,158.0
2026,standard,Mason Taylor,NYJ,222,TE30,159.0
2026,standard,Keaton Mitchell,LAC,153,RB54,159.5
2026,standard,Kyler Murray,MIN,154,QB21,160.0
2026,standard,T.J. Hockenson,MIN,155,TE20,160.0
2026,standard,Kenyon Sadiq,NYJ,156,TE21,160.5
2026,standard,Tank Bigsby,PHI,157,RB55,161.5
2026,standard,Rashid Shaheed,SEA,158,WR54,162.0
2026,standard,Matthew Golden,GB,159,WR55,162.5
2026,standard,Braelon Allen,NYJ,160,RB56,163.0
2026,standard,Eli Stowers,PHI,225,TE31,163.0
2026,standard,Oronde Gadsden,LAC,161,TE22,163.5
2026,standard,Chig Okonkwo,WAS,162,TE23,165.0
2026,standard,David Njoku,LAC,163,TE24,165.5
2026,standard,Jauan Jennings,MIN,164,WR56,166.0
2026,standard,Theo Johnson,NYG,230,TE32,170.0
2026,standard,Jason Myers,SEA,165,K3,171.0
2026,standard,Terrance Ferguson,LAR,166,TE25,172.0
2026,standard,Kayshon Boutte,HOU,167,WR57,174.5
2026,standard,Isiah Pacheco,DET,168,RB57,177.0
2026,standard,Geno Smith,NYJ,233,QB30,177.0
2026,standard,Sam Darnold,SEA,169,QB22,178.0
2026,standard,Ka'imi Fairbairn,HOU,170,K4,178.5
2026,standard,Cam Little,JAC,171,K5,179.0
2026,standard,Kirk Cousins,LV,234,QB31,180.0
2026,standard,Aaron Rodgers,PIT,235,QB32,181.0
2026,standard,C.J. Stroud,HOU,173,QB23,181.5
2026,standard,Ja'Kobi Lane,BAL,174,WR58,184.0
2026,standard,De'Zhaun Stribling,SF,175,WR59,184.5
2026,standard,Denzel Boston,CLE,176,WR60,186.0
2026,standard,James Conner,ARI,177,RB59,187.5
2026,standard,New England Patriots,DST,178,DST6,188.5
2026,standard,Austin Ekeler,,241,RB72,189.0
2026,standard,Baltimore Ravens,DST,179,DST7,192.0
2026,standard,AJ Barner,SEA,180,TE26,193.0
2026,standard,Calvin Ridley,TEN,181,WR61,195.0
2026,standard,Jerry Jeudy,CLE,182,WR62,195.0
2026,standard,Malik Washington,MIA,245,WR80,195.0
2026,standard,Kimani Vidal,LAC,183,RB60,197.0
2026,standard,Minnesota Vikings,DST,184,DST8,197.0
2026,standard,Justice Hill,BAL,246,RB73,197.0
2026,standard,Tyler Loop,BAL,185,K6,197.5
2026,standard,Tre Tucker,LV,186,WR63,199.5
2026,standard,Harrison Mevis,LAR,187,K7,200.0
2026,standard,Deshaun Watson,CLE,247,QB35,200.0
2026,standard,Joe Mixon,,248,RB74,200.0
2026,standard,Omar Cooper Jr.,NYJ,188,WR64,200.5
2026,standard,Tyreek Hill,,189,WR65,202.0
2026,standard,Kaleb Johnson,GB,190,RB61,202.5
2026,standard,Jacksonville Jaguars,DST,191,DST9,203.0
2026,standard,Daniel Jones,IND,192,QB24,203.5
2026,standard,Ray Davis,BUF,193,RB62,204.0
2026,standard,George Holani,SEA,253,RB75,204.0
2026,standard,Cam Ward,TEN,194,QB25,204.5
2026,standard,Cade Otton,TB,195,TE27,204.5
2026,standard,Jalen McMillan,TB,196,WR66,205.0
2026,standard,Cyrus Allen,KC,254,WR83,205.0
2026,standard,Colby Parkinson,LAR,197,TE28,206.0
2026,standard,Adonai Mitchell,NYJ,198,WR67,206.0
2026,standard,Harrison Butker,KC,199,K8,207.0
2026,standard,Gunnar Helm,TEN,201,TE29,208.0
2026,standard,Najee Harris,NYG,202,RB63,208.0
2026,standard,Devin Neal,,257,RB76,208.0
2026,standard,Bryce Young,CAR,203,QB26,209.0
2026,standard,Pittsburgh Steelers,DST,204,DST10,210.5
2026,standard,Troy Franklin,DEN,259,WR86,211.0
2026,standard,Sean Tucker,TB,206,RB65,211.5
2026,standard,Fernando Mendoza,LV,207,QB27,213.5
2026,standard,Emanuel Wilson,SEA,208,RB66,214.0
2026,standard,Caleb Douglas,MIA,262,WR87,214.0
2026,standard,Jake Bates,DET,209,K9,214.5
2026,standard,Jalen Nailor,LV,210,WR69,215.5
2026,standard,Kaytron Allen,WAS,211,RB67,215.5
2026,standard,Chimere Dike,TEN,263,WR88,216.0
2026,standard,Devin Singletary,NYG,264,RB77,217.0
2026,standard,Jacoby Brissett,ARI,212,QB28,217.5
2026,standard,Tre' Harris,LAC,213,WR70,219.0
2026,standard,Brandon Aiyuk,SF,266,WR89,219.0
2026,standard,Greg Dulcich,MIA,267,TE34,219.0
2026,standard,Mike Gesicki,CIN,269,TE35,220.0
2026,standard,Travis Hunter,JAC,214,WR71,221.0
2026,standard,Nicholas Singleton,TEN,215,RB68,221.5
2026,standard,Keenan Allen,IND,217,WR72,224.0
2026,standard,Andy Borregales,NE,218,K10,224.0
2026,standard,Malik Davis,DAL,272,RB79,224.0
2026,standard,Chris Brooks,GB,273,RB80,225.0
2026,standard,Eddy Pineiro,SF,220,K11,226.0
2026,standard,Chris Boswell,PIT,221,K12,226.5
2026,standard,Malachi Fields,NYG,223,WR74,227.0
2026,standard,Los Angeles Chargers,DST,224,DST11,227.5
2026,standard,Chris Bell,MIA,226,WR75,229.5
2026,standard,Jaylen Wright,MIA,227,RB70,229.5
2026,standard,Odell Beckham Jr.,NYG,277,WR92,230.0
2026,standard,Elic Ayomanor,TEN,278,WR93,230.0
2026,standard,Michael Penix Jr.,ATL,228,QB29,231.5
2026,standard,Pat Bryant,DEN,229,WR76,232.0
2026,standard,Zavion Thomas,CHI,280,WR94,233.0
2026,standard,Wil Lutz,DEN,231,K13,235.0
2026,standard,Detroit Lions,DST,232,DST12,235.5
2026,standard,Audric Estime,NO,282,RB83,237.0
2026,standard,Pat Freiermuth,PIT,284,TE36,238.0
2026,standard,Will Reichard,MIN,236,K14,239.0
2026,standard,Demond Claiborne,MIN,237,RB71,239.0
2026,standard,Tua Tagovailoa,ATL,238,QB33,240.5
2026,standard,Dallas Cowboys,DST,239,DST13,241.0
2026,standard,Ty Johnson,BUF,286,RB84,241.0
2026,standard,Jarquez Hunter,,287,RB85,241.0
2026,standard,Antonio Williams,WAS,240,WR77,241.5
2026,standard,Marvin Mims Jr.,DEN,288,WR98,242.0
2026,standard,Shedeur Sanders,CLE,242,QB34,243.5
2026,standard,Devaughn Vele,NO,243,WR78,244.0
2026,standard,Zachariah Branch,ATL,244,WR79,244.5
2026,standard,Kyle Williams,NE,289,WR99,246.0
2026,standard,Trey Smack,GB,290,K18,247.0
2026,standard,Ted Hurst,TB,249,WR81,247.5
2026,standard,New York Giants,DST,250,DST14,248.0
2026,standard,Ryan Flournoy,DAL,251,WR82,248.5
2026,standard,Green Bay Packers,DST,252,DST15,249.0
2026,standard,Isaac TeSlaa,DET,255,WR84,251.0
2026,standard,Tank Dell,HOU,256,WR85,251.0
2026,standard,Mac Jones,SF,292,QB36,251.0
2026,standard,Jake Tonges,SF,258,TE33,252.5
2026,standard,Kansas City Chiefs,DST,260,DST16,253.0
2026,standard,Tory Horton,SEA,294,WR101,253.0
2026,standard,Cairo Santos,CHI,261,K15,253.5
2026,standard,Evan Engram,DEN,295,TE37,254.0
2026,standard,Elijah Sarratt,BAL,296,WR102,256.0
2026,standard,Kendre Miller,NO,265,RB78,256.5
2026,standard,Chase McLaughlin,TB,268,K16,257.0
2026,standard,Jordan James,SF,297,RB86,257.0
2026,standard,Rashod Bateman,BAL,298,WR103,258.0
2026,standard,Buffalo Bills,DST,270,DST17,258.5
2026,standard,Evan McPherson,CIN,271,K17,258.5
2026,standard,Seth McGowan,IND,300,RB87,259.0
2026,standard,Brashard Smith,KC,274,RB81,260.0
2026,standard,Jaylin Noel,HOU,275,WR90,261.5
2026,standard,Germie Bernard,PIT,276,WR91,261.5
2026,standard,Jaydon Blue,PHI,279,RB82,263.0
2026,standard,Ollie Gordon,MIA,301,RB88,264.0
2026,standard,Keon Coleman,BUF,281,WR95,264.5
2026,standard,Cooper Kupp,SEA,283,WR96,266.0
2026,standard,Samaje Perine,CIN,303,RB89,266.0
2026,standard,Darnell Mooney,NYG,285,WR97,267.5
2026,standard,Christian Kirk,SF,305,WR104,268.0
2026,standard,Max Klare,LAR,306,TE38,270.0
2026,standard,Chicago Bears,DST,291,DST18,271.0
2026,standard,Michael Trigg,DAL,307,TE39,271.0
2026,standard,Darren Waller,CAR,308,TE40,272.0
2026,standard,Jack Bech,LV,293,WR100,273.0
2026,standard,Indianapolis Colts,DST,309,DST21,273.0
2026,standard,Atlanta Falcons,DST,310,DST22,275.0
2026,standard,Jacob Saylors,DET,311,RB90,275.0
2026,standard,J.J. McCarthy,MIN,312,QB37,276.0
2026,standard,San Francisco 49ers,DST,299,DST19,276.5
2026,standard,Tampa Bay Buccaneers,DST,313,DST23,278.0
2026,standard,Tyler Bass,BUF,302,K19,280.0
2026,standard,Jake Elliott,PHI,314,K20,280.0
2026,standard,Jahan Dotson,ATL,315,WR105,280.0
2026,standard,Cleveland Browns,DST,304,DST20,280.5
2026,standard,Carolina Panthers,DST,316,DST24,281.0
2026,standard,Cincinnati Bengals,DST,317,DST25,282.0
2026,standard,Jalen Tolbert,MIA,318,WR106,283.0
2026,standard,Matt Gay,LV,319,K21,284.0
2026,standard,New Orleans Saints,DST,320,DST26,285.0
2026,standard,Riley Patterson,MIA,321,K22,286.0
2026,standard,Spencer Shrader,IND,322,K23,286.0
2026,standard,Charlie Smyth,NO,323,K24,287.0
2026,standard,Ty Simpson,LAR,324,QB38,288.0
2026,standard,Nick Folk,ATL,325,K25,289.0
2026,standard,Emari Demercado,DAL,326,RB91,289.0
2026,standard,Tennessee Titans,DST,327,DST27,291.0
2026,standard,Arizona Cardinals,DST,328,DST28,292.0
2026,standard,DeMario Douglas,NE,329,WR107,292.0
2026,standard,Las Vegas Raiders,DST,330,DST29,293.0
2026,standard,New York Jets,DST,331,DST30,294.0
2026,standard,Miami Dolphins,DST,332,DST31,296.0
